show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_minutes,num_seasons,primary_genre
s2409,Movie,Lost Empire,Director 77,"Actor 579, Actor 185",Turkey,2023-02-25,2023,TV-MA,84 min,Dramas,A gripping story that unfolds over time.,2023,February,84.0,,Dramas
s2410,Movie,Broken Dreams,Director 371,"Actor 412, Actor 228",France,2026-02-26,2025,TV-Y7,133 min,International Movies,A gripping story that unfolds over time.,2026,February,133.0,,International Movies
s2411,Movie,Hidden Signal,Director 182,"Actor 571, Actor 974",Spain,2020-09-13,2017,R,159 min,"Stand-Up Comedy, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2020,September,159.0,,Stand-Up Comedy
s2412,TV Show,Secret Dreams,Director 365,"Actor 578, Actor 270",United States,2017-11-05,2015,TV-G,8 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2017,November,,8.0,Sci-Fi & Fantasy
s2413,Movie,Silent Kingdom,Director 3,"Actor 258, Actor 342",India,2004-08-22,2002,PG,78 min,"Romantic Movies, Dramas",A gripping story that unfolds over time.,2004,August,78.0,,Romantic Movies
s2414,Movie,Last Dreams,Director 466,"Actor 512, Actor 147",United States,2026-05-16,2025,TV-PG,116 min,Dramas,A gripping story that unfolds over time.,2026,May,116.0,,Dramas
s2415,Movie,Last Storm,Director 37,"Actor 605, Actor 134",India,2026-11-15,2024,R,73 min,International Movies,A gripping story that unfolds over time.,2026,November,73.0,,International Movies
s2416,Movie,Wild Signal,Director 453,"Actor 315, Actor 630",Italy,2019-12-08,2016,TV-Y7,79 min,Thrillers,A gripping story that unfolds over time.,2019,December,79.0,,Thrillers
s2417,TV Show,Broken Storm,Not Given,"Actor 104, Actor 733",United Kingdom,2009-06-16,2008,TV-PG,1 Seasons,"Dramas, Crime TV Shows",A gripping story that unfolds over time.,2009,June,,1.0,Dramas
s2418,Movie,Rising Empire,Not Given,"Actor 130, Actor 131",France,2013-11-06,2010,PG,99 min,Children & Family Movies,A gripping story that unfolds over time.,2013,November,99.0,,Children & Family Movies
s2419,Movie,Endless Kingdom,Director 79,"Actor 242, Actor 134",Germany,2022-08-05,2022,PG-13,108 min,Horror Movies,A gripping story that unfolds over time.,2022,August,108.0,,Horror Movies
s2420,Movie,Hidden Empire,Not Given,"Actor 386, Actor 925",India,2002-03-23,2002,TV-MA,163 min,Children & Family Movies,A gripping story that unfolds over time.,2002,March,163.0,,Children & Family Movies
s2421,TV Show,Hidden Heist,Director 272,"Actor 286, Actor 39",United Kingdom,2003-12-12,2001,TV-MA,4 Seasons,"Documentaries, Thrillers",A gripping story that unfolds over time.,2003,December,,4.0,Documentaries
s2422,Movie,Broken Shadows,Director 390,"Actor 88, Actor 427",United States,2023-11-06,2023,R,149 min,"Kids' TV, Children & Family Movies",A gripping story that unfolds over time.,2023,November,149.0,,Kids' TV
s2423,Movie,Dark Horizon,Director 270,"Actor 304, Actor 840",India,2015-07-09,2012,PG,111 min,Horror Movies,A gripping story that unfolds over time.,2015,July,111.0,,Horror Movies
s2424,Movie,Rising Chronicles,Not Given,"Actor 193, Actor 461",India,2016-07-06,2015,TV-MA,72 min,"Dramas, Thrillers",A gripping story that unfolds over time.,2016,July,72.0,,Dramas
s2425,Movie,Final Heist,Not Given,"Actor 411, Actor 459",United States,2024-03-04,2021,TV-MA,156 min,Thrillers,A gripping story that unfolds over time.,2024,March,156.0,,Thrillers
s2426,Movie,Broken Heist,Not Given,"Actor 760, Actor 674",Nigeria,2025-02-08,2024,PG,77 min,Children & Family Movies,A gripping story that unfolds over time.,2025,February,77.0,,Children & Family Movies
s2427,Movie,Lost Storm,Director 128,"Actor 140, Actor 248",France,2011-03-22,2010,TV-14,144 min,"Action & Adventure, Anime Series",A gripping story that unfolds over time.,2011,March,144.0,,Action & Adventure
s2428,TV Show,Silent City,Not Given,"Actor 645, Actor 521",United States,2012-03-04,2011,TV-14,8 Seasons,Dramas,A gripping story that unfolds over time.,2012,March,,8.0,Dramas
s2429,Movie,Rising Chronicles,Director 169,"Actor 315, Actor 330",Nigeria,2017-11-17,2015,TV-Y7,162 min,Thrillers,A gripping story that unfolds over time.,2017,November,162.0,,Thrillers
s2430,Movie,Forgotten Legacy,Not Given,"Actor 455, Actor 805",India,2010-03-04,2008,TV-14,73 min,International Movies,A gripping story that unfolds over time.,2010,March,73.0,,International Movies
s2431,Movie,Broken Shadows,Director 204,"Actor 482, Actor 752",India,2004-10-02,2003,R,76 min,Stand-Up Comedy,A gripping story that unfolds over time.,2004,October,76.0,,Stand-Up Comedy
s2432,TV Show,Wild Empire,Director 334,"Actor 418, Actor 485",United States,2006-07-12,2005,TV-G,5 Seasons,"Anime Series, Thrillers",A gripping story that unfolds over time.,2006,July,,5.0,Anime Series
s2433,Movie,Secret City,Director 348,"Actor 439, Actor 551",Japan,2010-08-04,2009,TV-PG,80 min,"Children & Family Movies, Horror Movies",A gripping story that unfolds over time.,2010,August,80.0,,Children & Family Movies
s2434,Movie,Last Journey,Director 90,"Actor 144, Actor 166",United States,2010-03-03,2007,TV-14,79 min,Children & Family Movies,A gripping story that unfolds over time.,2010,March,79.0,,Children & Family Movies
s2435,Movie,Lost Chronicles,Not Given,"Actor 507, Actor 275",United States,2023-09-11,2023,TV-MA,90 min,Thrillers,A gripping story that unfolds over time.,2023,September,90.0,,Thrillers
s2436,Movie,Lost Legacy,Director 92,"Actor 594, Actor 372",Japan,2008-12-20,2008,PG-13,70 min,"Anime Series, Kids' TV",A gripping story that unfolds over time.,2008,December,70.0,,Anime Series
s2437,Movie,Endless Horizon,Director 250,"Actor 192, Actor 558",United States,2009-08-24,2009,TV-PG,78 min,Anime Series,A gripping story that unfolds over time.,2009,August,78.0,,Anime Series
s2438,Movie,Rising Empire,Director 391,"Actor 649, Actor 278",United States,2013-11-04,2013,TV-PG,112 min,International Movies,A gripping story that unfolds over time.,2013,November,112.0,,International Movies
s2439,Movie,Last Signal,Not Given,"Actor 46, Actor 644",United Kingdom,2006-03-14,2004,PG-13,111 min,Crime TV Shows,A gripping story that unfolds over time.,2006,March,111.0,,Crime TV Shows
s2440,TV Show,Lost Empire,Director 292,"Actor 122, Actor 523",Germany,2026-05-03,2025,PG-13,8 Seasons,Documentaries,A gripping story that unfolds over time.,2026,May,,8.0,Documentaries
s2441,Movie,Forgotten Journey,Director 298,"Actor 425, Actor 761",United States,2013-10-17,2012,PG-13,89 min,Children & Family Movies,A gripping story that unfolds over time.,2013,October,89.0,,Children & Family Movies
s2442,Movie,Golden Chronicles,Director 461,"Actor 680, Actor 391",United States,2008-02-23,2005,TV-Y7,146 min,"Comedies, Children & Family Movies",A gripping story that unfolds over time.,2008,February,146.0,,Comedies
s2443,TV Show,Dark Shadows,Director 54,"Actor 476, Actor 972",Brazil,2023-10-26,2021,TV-MA,4 Seasons,Kids' TV,A gripping story that unfolds over time.,2023,October,,4.0,Kids' TV
s2444,Movie,Endless Legacy,Director 454,"Actor 340, Actor 726",United States,2016-02-02,2015,TV-G,118 min,"Children & Family Movies, Stand-Up Comedy",A gripping story that unfolds over time.,2016,February,118.0,,Children & Family Movies
s2445,Movie,Silent Heist,Director 177,"Actor 872, Actor 932",Canada,2012-09-07,2011,TV-PG,109 min,"Reality TV, Documentaries",A gripping story that unfolds over time.,2012,September,109.0,,Reality TV
s2446,Movie,Silent City,Not Given,"Actor 508, Actor 780",South Korea,2012-01-05,2009,TV-G,160 min,"Comedies, Stand-Up Comedy",A gripping story that unfolds over time.,2012,January,160.0,,Comedies
s2447,Movie,Forgotten City,Not Given,"Actor 482, Actor 472",United States,2026-02-23,2025,TV-Y7,143 min,"Sci-Fi & Fantasy, Romantic Movies",A gripping story that unfolds over time.,2026,February,143.0,,Sci-Fi & Fantasy
s2448,TV Show,Forgotten City,Director 358,"Actor 181, Actor 794",Brazil,2020-03-13,2018,TV-PG,5 Seasons,"Comedies, Documentaries",A gripping story that unfolds over time.,2020,March,,5.0,Comedies
s2449,TV Show,Dark Signal,Director 174,"Actor 401, Actor 87",Japan,2025-11-23,2023,TV-14,4 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2025,November,,4.0,Sci-Fi & Fantasy
s2450,TV Show,Golden Journey,Director 353,"Actor 703, Actor 99",United Kingdom,2017-07-16,2014,TV-Y7,7 Seasons,"Thrillers, Kids' TV",A gripping story that unfolds over time.,2017,July,,7.0,Thrillers
s2451,TV Show,Forgotten Kingdom,Not Given,"Actor 654, Actor 5",United States,2026-05-17,2025,PG,6 Seasons,Kids' TV,A gripping story that unfolds over time.,2026,May,,6.0,Kids' TV
s2452,Movie,Hidden Kingdom,Not Given,"Actor 792, Actor 241",Germany,2026-06-05,2023,R,120 min,"Sci-Fi & Fantasy, Anime Series",A gripping story that unfolds over time.,2026,June,120.0,,Sci-Fi & Fantasy
s2453,TV Show,Endless Empire,Director 71,"Actor 745, Actor 931",South Korea,2025-11-08,2025,PG-13,6 Seasons,"Comedies, Kids' TV",A gripping story that unfolds over time.,2025,November,,6.0,Comedies
s2454,TV Show,Dark Shadows,Director 55,"Actor 208, Actor 132",United States,2021-03-14,2020,TV-PG,1 Seasons,Thrillers,A gripping story that unfolds over time.,2021,March,,1.0,Thrillers
s2455,TV Show,Final Journey,Director 41,"Actor 944, Actor 796",United States,2026-12-04,2025,TV-G,4 Seasons,International Movies,A gripping story that unfolds over time.,2026,December,,4.0,International Movies
s2456,Movie,Endless Signal,Director 341,"Actor 539, Actor 917",United States,2014-09-22,2014,TV-14,70 min,"Children & Family Movies, Romantic Movies",A gripping story that unfolds over time.,2014,September,70.0,,Children & Family Movies
s2457,Movie,Final Signal,Director 34,"Actor 405, Actor 557",United States,2025-01-01,2022,TV-G,98 min,Anime Series,A gripping story that unfolds over time.,2025,January,98.0,,Anime Series
s2458,TV Show,Broken Heist,Not Given,"Actor 872, Actor 500",France,2024-10-14,2024,R,4 Seasons,Romantic Movies,A gripping story that unfolds over time.,2024,October,,4.0,Romantic Movies
s2459,TV Show,Wild Legacy,Not Given,"Actor 417, Actor 353",United States,2014-12-09,2014,R,5 Seasons,Kids' TV,A gripping story that unfolds over time.,2014,December,,5.0,Kids' TV
s2460,Movie,Secret Journey,Not Given,"Actor 42, Actor 165",Germany,2001-02-09,2000,TV-G,90 min,International Movies,A gripping story that unfolds over time.,2001,February,90.0,,International Movies
s2461,TV Show,Broken Shadows,Director 342,"Actor 267, Actor 887",France,2011-08-18,2008,TV-G,8 Seasons,Crime TV Shows,A gripping story that unfolds over time.,2011,August,,8.0,Crime TV Shows
s2462,Movie,Wild Empire,Not Given,"Actor 102, Actor 262",Spain,2019-05-24,2017,PG-13,147 min,Children & Family Movies,A gripping story that unfolds over time.,2019,May,147.0,,Children & Family Movies
s2463,Movie,Forgotten Horizon,Director 433,"Actor 507, Actor 346",United States,2025-03-22,2025,TV-G,80 min,"Thrillers, Dramas",A gripping story that unfolds over time.,2025,March,80.0,,Thrillers
s2464,Movie,Wild Signal,Director 469,"Actor 847, Actor 26",United Kingdom,2016-07-06,2013,TV-14,141 min,"Dramas, Anime Series",A gripping story that unfolds over time.,2016,July,141.0,,Dramas
s2465,Movie,Last Empire,Director 392,"Actor 227, Actor 915",United States,2019-03-16,2018,PG-13,139 min,Comedies,A gripping story that unfolds over time.,2019,March,139.0,,Comedies
s2466,TV Show,Rising Storm,Not Given,"Actor 598, Actor 431",United States,2017-08-25,2014,PG-13,2 Seasons,"Crime TV Shows, Anime Series",A gripping story that unfolds over time.,2017,August,,2.0,Crime TV Shows
s2467,Movie,Dark Shadows,Director 391,"Actor 555, Actor 607",Nigeria,2008-04-18,2008,TV-Y7,103 min,"Documentaries, Dramas",A gripping story that unfolds over time.,2008,April,103.0,,Documentaries
s2468,TV Show,Endless Journey,Director 149,"Actor 76, Actor 982",United States,2021-05-23,2021,TV-Y7,7 Seasons,Action & Adventure,A gripping story that unfolds over time.,2021,May,,7.0,Action & Adventure
s2469,Movie,Broken Storm,Not Given,"Actor 722, Actor 394",United Kingdom,2008-03-03,2006,PG,119 min,"Comedies, Action & Adventure",A gripping story that unfolds over time.,2008,March,119.0,,Comedies
s2470,TV Show,Lost Heist,Director 146,"Actor 515, Actor 796",Turkey,2014-12-02,2012,PG-13,8 Seasons,Comedies,A gripping story that unfolds over time.,2014,December,,8.0,Comedies
s2471,TV Show,Last Legacy,Not Given,"Actor 596, Actor 755",Italy,2026-02-23,2025,TV-14,6 Seasons,Kids' TV,A gripping story that unfolds over time.,2026,February,,6.0,Kids' TV
s2472,TV Show,Golden Shadows,Not Given,"Actor 637, Actor 675",Australia,2016-07-27,2014,TV-14,4 Seasons,"Documentaries, Crime TV Shows",A gripping story that unfolds over time.,2016,July,,4.0,Documentaries
s2473,Movie,Endless Storm,Director 418,"Actor 68, Actor 57",Italy,2011-04-22,2010,TV-Y7,94 min,Dramas,A gripping story that unfolds over time.,2011,April,94.0,,Dramas
s2474,Movie,Broken Chronicles,Director 110,"Actor 793, Actor 82",Japan,2020-08-11,2018,TV-G,166 min,"Horror Movies, Dramas",A gripping story that unfolds over time.,2020,August,166.0,,Horror Movies
s2475,Movie,Dark Signal,Not Given,"Actor 996, Actor 381",United States,2019-02-24,2018,TV-G,107 min,"Reality TV, Children & Family Movies",A gripping story that unfolds over time.,2019,February,107.0,,Reality TV
s2476,Movie,Last Storm,Director 176,"Actor 82, Actor 446",United States,2015-05-25,2015,TV-PG,72 min,"Thrillers, Documentaries",A gripping story that unfolds over time.,2015,May,72.0,,Thrillers
s2477,Movie,Broken Legacy,Not Given,"Actor 968, Actor 974",Canada,2014-04-01,2011,TV-PG,119 min,Comedies,A gripping story that unfolds over time.,2014,April,119.0,,Comedies
s2478,Movie,Final Horizon,Director 422,"Actor 279, Actor 135",South Korea,2008-03-06,2007,TV-G,125 min,Comedies,A gripping story that unfolds over time.,2008,March,125.0,,Comedies
s2479,Movie,Broken Journey,Director 486,"Actor 766, Actor 411",United States,2015-06-07,2015,R,138 min,Thrillers,A gripping story that unfolds over time.,2015,June,138.0,,Thrillers
s2480,TV Show,Hidden Chronicles,Not Given,"Actor 667, Actor 177",United States,2004-06-03,2001,TV-MA,2 Seasons,"Action & Adventure, Stand-Up Comedy",A gripping story that unfolds over time.,2004,June,,2.0,Action & Adventure
s2481,TV Show,Endless Heist,Director 415,"Actor 27, Actor 112",India,2011-11-12,2010,TV-14,5 Seasons,"Dramas, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2011,November,,5.0,Dramas
s2482,TV Show,Hidden Heist,Director 198,"Actor 226, Actor 307",Japan,2005-01-25,2003,PG-13,6 Seasons,"Horror Movies, Action & Adventure",A gripping story that unfolds over time.,2005,January,,6.0,Horror Movies
s2483,Movie,Forgotten Kingdom,Director 56,"Actor 92, Actor 8",Turkey,2023-12-22,2023,TV-Y7,123 min,International Movies,A gripping story that unfolds over time.,2023,December,123.0,,International Movies
s2484,TV Show,Lost Heist,Director 427,"Actor 498, Actor 292",United States,2026-12-26,2024,TV-14,1 Seasons,"Comedies, Thrillers",A gripping story that unfolds over time.,2026,December,,1.0,Comedies
s2485,Movie,Golden Signal,Director 334,"Actor 491, Actor 607",Mexico,2004-10-08,2002,TV-Y7,93 min,Reality TV,A gripping story that unfolds over time.,2004,October,93.0,,Reality TV
s2486,Movie,Dark City,Director 498,"Actor 29, Actor 604",United States,2016-11-05,2016,TV-14,145 min,Anime Series,A gripping story that unfolds over time.,2016,November,145.0,,Anime Series
s2487,TV Show,Golden Storm,Not Given,"Actor 762, Actor 847",India,2019-11-04,2019,TV-G,8 Seasons,Children & Family Movies,A gripping story that unfolds over time.,2019,November,,8.0,Children & Family Movies
s2488,TV Show,Golden Storm,Director 310,"Actor 725, Actor 737",India,2007-10-10,2007,TV-PG,5 Seasons,Romantic Movies,A gripping story that unfolds over time.,2007,October,,5.0,Romantic Movies
s2489,TV Show,Dark Heist,Director 390,"Actor 675, Actor 928",Spain,2022-05-14,2019,TV-Y7,8 Seasons,"Reality TV, Crime TV Shows",A gripping story that unfolds over time.,2022,May,,8.0,Reality TV
s2490,Movie,Secret Journey,Not Given,"Actor 64, Actor 929",United Kingdom,2019-04-07,2018,TV-G,143 min,Comedies,A gripping story that unfolds over time.,2019,April,143.0,,Comedies
s2491,TV Show,Last Kingdom,Director 38,"Actor 335, Actor 50",United States,2018-12-11,2016,TV-MA,4 Seasons,Action & Adventure,A gripping story that unfolds over time.,2018,December,,4.0,Action & Adventure
s2492,Movie,Wild Kingdom,Director 145,"Actor 529, Actor 94",Spain,2012-02-18,2012,PG,140 min,"Reality TV, Children & Family Movies",A gripping story that unfolds over time.,2012,February,140.0,,Reality TV
s2493,Movie,Rising Shadows,Director 20,"Actor 230, Actor 388",United States,2012-09-25,2012,TV-Y7,139 min,Crime TV Shows,A gripping story that unfolds over time.,2012,September,139.0,,Crime TV Shows
s2494,Movie,Secret Legacy,Not Given,"Actor 975, Actor 223",United Kingdom,2019-04-10,2017,TV-G,87 min,Reality TV,A gripping story that unfolds over time.,2019,April,87.0,,Reality TV
s2495,Movie,Golden Heist,Not Given,"Actor 104, Actor 464",France,2026-02-16,2023,TV-G,121 min,"Comedies, Romantic Movies",A gripping story that unfolds over time.,2026,February,121.0,,Comedies
s2496,Movie,Final City,Director 483,"Actor 767, Actor 131",Spain,2020-03-05,2018,TV-14,106 min,Reality TV,A gripping story that unfolds over time.,2020,March,106.0,,Reality TV
s2497,TV Show,Golden Chronicles,Director 248,"Actor 519, Actor 20",United States,2026-03-24,2025,TV-G,4 Seasons,"Documentaries, Thrillers",A gripping story that unfolds over time.,2026,March,,4.0,Documentaries
s2498,TV Show,Wild Storm,Not Given,"Actor 653, Actor 182",United Kingdom,2002-03-02,2001,TV-14,2 Seasons,"Children & Family Movies, International Movies",A gripping story that unfolds over time.,2002,March,,2.0,Children & Family Movies
s2499,TV Show,Secret Empire,Not Given,"Actor 642, Actor 644",United Kingdom,2017-01-23,2014,TV-MA,2 Seasons,"Crime TV Shows, Kids' TV",A gripping story that unfolds over time.,2017,January,,2.0,Crime TV Shows
s2500,Movie,Rising Shadows,Not Given,"Actor 913, Actor 99",Germany,2014-08-21,2012,TV-PG,130 min,"Sci-Fi & Fantasy, Children & Family Movies",A gripping story that unfolds over time.,2014,August,130.0,,Sci-Fi & Fantasy
s2501,Movie,Rising Chronicles,Not Given,"Actor 159, Actor 509",Nigeria,2010-12-03,2009,TV-Y7,82 min,"Romantic Movies, Anime Series",A gripping story that unfolds over time.,2010,December,82.0,,Romantic Movies
s2502,Movie,Broken Kingdom,Director 435,"Actor 52, Actor 911",Mexico,2022-12-04,2019,TV-14,133 min,"Reality TV, Romantic Movies",A gripping story that unfolds over time.,2022,December,133.0,,Reality TV
s2503,Movie,Rising Heist,Not Given,"Actor 723, Actor 429",United States,2024-03-20,2021,TV-G,166 min,Kids' TV,A gripping story that unfolds over time.,2024,March,166.0,,Kids' TV
s2504,Movie,Final Storm,Director 45,"Actor 987, Actor 207",Nigeria,2026-09-06,2025,TV-PG,119 min,"Thrillers, Action & Adventure",A gripping story that unfolds over time.,2026,September,119.0,,Thrillers
s2505,Movie,Lost Signal,Not Given,"Actor 275, Actor 514",India,2000-06-22,2000,TV-MA,108 min,International Movies,A gripping story that unfolds over time.,2000,June,108.0,,International Movies
s2506,Movie,Wild Signal,Not Given,"Actor 224, Actor 224",United States,2018-07-27,2016,PG-13,139 min,"Documentaries, Crime TV Shows",A gripping story that unfolds over time.,2018,July,139.0,,Documentaries
s2507,Movie,Endless Journey,Director 395,"Actor 223, Actor 108",Germany,2018-07-14,2015,TV-Y7,146 min,International Movies,A gripping story that unfolds over time.,2018,July,146.0,,International Movies
s2508,Movie,Dark Dreams,Director 468,"Actor 823, Actor 873",Brazil,2025-06-16,2025,PG,151 min,Documentaries,A gripping story that unfolds over time.,2025,June,151.0,,Documentaries
s2509,Movie,Forgotten Heist,Director 491,"Actor 278, Actor 649",Japan,2019-08-15,2017,PG,111 min,Children & Family Movies,A gripping story that unfolds over time.,2019,August,111.0,,Children & Family Movies
s2510,TV Show,Silent Chronicles,Director 137,"Actor 595, Actor 902",United Kingdom,2007-02-12,2005,TV-G,2 Season,"Sci-Fi & Fantasy, Documentaries",A gripping story that unfolds over time.,2007,February,,2.0,Sci-Fi & Fantasy
s2511,Movie,Silent Journey,Director 83,"Actor 405, Actor 613",United States,2015-11-10,2015,PG,97 min,"Romantic Movies, Comedies",A gripping story that unfolds over time.,2015,November,97.0,,Romantic Movies
s2512,TV Show,Last City,Director 398,"Actor 714, Actor 797",United States,2022-01-22,2021,TV-G,2 Seasons,Children & Family Movies,A gripping story that unfolds over time.,2022,January,,2.0,Children & Family Movies
s2513,Movie,Lost Empire,Director 363,"Actor 415, Actor 714",Nigeria,2023-02-17,2020,TV-G,73 min,Stand-Up Comedy,A gripping story that unfolds over time.,2023,February,73.0,,Stand-Up Comedy
s2514,Movie,Rising Shadows,Not Given,"Actor 501, Actor 165",United Kingdom,2007-03-23,2006,PG-13,70 min,Dramas,A gripping story that unfolds over time.,2007,March,70.0,,Dramas
s2515,Movie,Forgotten Heist,Not Given,"Actor 741, Actor 764",Turkey,2003-01-08,2002,R,158 min,Action & Adventure,A gripping story that unfolds over time.,2003,January,158.0,,Action & Adventure
s2516,Movie,Hidden Kingdom,Director 365,"Actor 241, Actor 89",United States,2019-01-23,2019,TV-PG,94 min,Horror Movies,A gripping story that unfolds over time.,2019,January,94.0,,Horror Movies
s2517,Movie,Wild Empire,Director 450,"Actor 173, Actor 705",France,2014-12-05,2014,PG,131 min,Dramas,A gripping story that unfolds over time.,2014,December,131.0,,Dramas
s2518,Movie,Dark Dreams,Director 255,"Actor 191, Actor 995",Spain,2022-04-06,2019,PG-13,162 min,"Action & Adventure, Documentaries",A gripping story that unfolds over time.,2022,April,162.0,,Action & Adventure
s2519,Movie,Silent Chronicles,Director 209,"Actor 981, Actor 180",United States,2006-04-03,2003,TV-Y7,149 min,"Thrillers, Crime TV Shows",A gripping story that unfolds over time.,2006,April,149.0,,Thrillers
s2520,Movie,Wild Shadows,Not Given,"Actor 382, Actor 453",United States,2019-10-01,2018,R,155 min,"Crime TV Shows, Reality TV",A gripping story that unfolds over time.,2019,October,155.0,,Crime TV Shows
s2521,Movie,Dark Chronicles,Director 422,"Actor 147, Actor 621",Brazil,2024-06-22,2022,R,124 min,"Kids' TV, Children & Family Movies",A gripping story that unfolds over time.,2024,June,124.0,,Kids' TV
s2522,Movie,Wild Heist,Not Given,"Actor 866, Actor 15",India,2003-11-09,2001,TV-MA,101 min,Anime Series,A gripping story that unfolds over time.,2003,November,101.0,,Anime Series
s2523,Movie,Final Dreams,Director 458,"Actor 571, Actor 173",Japan,2016-08-26,2013,PG,143 min,"Reality TV, Children & Family Movies",A gripping story that unfolds over time.,2016,August,143.0,,Reality TV
s2524,TV Show,Secret Heist,Not Given,"Actor 306, Actor 172",United States,2004-01-14,2004,TV-PG,6 Seasons,"Reality TV, Documentaries",A gripping story that unfolds over time.,2004,January,,6.0,Reality TV
s2525,Movie,Dark Dreams,Director 425,"Actor 333, Actor 745",India,2003-05-15,2001,TV-MA,144 min,International Movies,A gripping story that unfolds over time.,2003,May,144.0,,International Movies
s2526,Movie,Silent Chronicles,Director 373,"Actor 834, Actor 929",United Kingdom,2021-12-09,2018,TV-G,167 min,"International Movies, Action & Adventure",A gripping story that unfolds over time.,2021,December,167.0,,International Movies
s2527,Movie,Broken Signal,Director 151,"Actor 548, Actor 140",United States,2022-01-23,2022,TV-Y7,137 min,"Crime TV Shows, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2022,January,137.0,,Crime TV Shows
s2528,Movie,Golden Chronicles,Not Given,"Actor 909, Actor 390",Brazil,2011-07-14,2011,PG,73 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2011,July,73.0,,Sci-Fi & Fantasy
s2529,Movie,Golden Journey,Director 127,"Actor 368, Actor 648",United States,2017-10-27,2017,PG,115 min,"Documentaries, Children & Family Movies",A gripping story that unfolds over time.,2017,October,115.0,,Documentaries
s2530,Movie,Hidden Signal,Not Given,"Actor 288, Actor 232",India,2026-12-03,2025,TV-Y7,135 min,International Movies,A gripping story that unfolds over time.,2026,December,135.0,,International Movies
s2531,Movie,Lost City,Not Given,"Actor 386, Actor 323",Australia,2024-07-10,2024,R,143 min,"Documentaries, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2024,July,143.0,,Documentaries
s2532,TV Show,Final Journey,Not Given,"Actor 792, Actor 542",United States,2006-05-17,2003,TV-Y7,4 Seasons,Dramas,A gripping story that unfolds over time.,2006,May,,4.0,Dramas
s2533,TV Show,Final Signal,Director 402,"Actor 236, Actor 6",United States,2014-11-25,2011,PG-13,1 Season,"Horror Movies, Stand-Up Comedy",A gripping story that unfolds over time.,2014,November,,1.0,Horror Movies
s2534,TV Show,Forgotten Storm,Not Given,"Actor 306, Actor 763",United States,2026-08-27,2025,TV-PG,7 Seasons,"International Movies, Crime TV Shows",A gripping story that unfolds over time.,2026,August,,7.0,International Movies
s2535,Movie,Silent Chronicles,Director 404,"Actor 813, Actor 902",Mexico,2005-09-01,2005,TV-PG,168 min,Stand-Up Comedy,A gripping story that unfolds over time.,2005,September,168.0,,Stand-Up Comedy
s2536,Movie,Forgotten Storm,Not Given,"Actor 338, Actor 719",Spain,2024-02-16,2022,TV-MA,97 min,"Action & Adventure, Comedies",A gripping story that unfolds over time.,2024,February,97.0,,Action & Adventure
s2537,Movie,Final Heist,Director 208,"Actor 981, Actor 661",France,2023-03-01,2020,TV-PG,122 min,Anime Series,A gripping story that unfolds over time.,2023,March,122.0,,Anime Series
s2538,TV Show,Hidden Shadows,Director 70,"Actor 936, Actor 922",United States,2016-07-25,2013,TV-MA,8 Seasons,"Action & Adventure, Thrillers",A gripping story that unfolds over time.,2016,July,,8.0,Action & Adventure
s2539,TV Show,Final Dreams,Not Given,"Actor 163, Actor 481",Mexico,2012-05-12,2009,TV-G,6 Seasons,"Sci-Fi & Fantasy, Comedies",A gripping story that unfolds over time.,2012,May,,6.0,Sci-Fi & Fantasy
s2540,Movie,Dark Empire,Director 251,"Actor 694, Actor 466",Spain,2019-01-08,2017,TV-Y7,100 min,Comedies,A gripping story that unfolds over time.,2019,January,100.0,,Comedies
s2541,Movie,Lost Storm,Not Given,"Actor 946, Actor 990",United States,2018-09-14,2015,PG-13,93 min,Kids' TV,A gripping story that unfolds over time.,2018,September,93.0,,Kids' TV
s2542,Movie,Lost Horizon,Director 340,"Actor 270, Actor 872",South Korea,2023-03-06,2020,TV-G,157 min,"Stand-Up Comedy, Children & Family Movies",A gripping story that unfolds over time.,2023,March,157.0,,Stand-Up Comedy
s2543,TV Show,Endless Horizon,Director 215,"Actor 811, Actor 329",Spain,2003-08-04,2003,TV-G,4 Seasons,"Kids' TV, International Movies",A gripping story that unfolds over time.,2003,August,,4.0,Kids' TV
s2544,Movie,Lost Shadows,Director 179,"Actor 12, Actor 880",United States,2008-04-05,2006,PG-13,73 min,"Anime Series, Crime TV Shows",A gripping story that unfolds over time.,2008,April,73.0,,Anime Series
s2545,Movie,Endless Kingdom,Director 50,"Actor 661, Actor 412",Mexico,2008-06-23,2006,TV-PG,111 min,"Anime Series, Action & Adventure",A gripping story that unfolds over time.,2008,June,111.0,,Anime Series
s2546,TV Show,Hidden Shadows,Director 331,"Actor 359, Actor 252",Spain,2008-06-09,2005,R,5 Seasons,"Romantic Movies, Kids' TV",A gripping story that unfolds over time.,2008,June,,5.0,Romantic Movies
s2547,Movie,Forgotten Horizon,Director 69,"Actor 921, Actor 654",United States,2016-06-07,2013,TV-MA,101 min,"Kids' TV, Dramas",A gripping story that unfolds over time.,2016,June,101.0,,Kids' TV
